Gene
ABCC4
ACAD11
ADAMTSL4-AS2
AKAP5
ALCAM
ANKRD20A19P
BRINP1
CARD10
CDC37
CDH3
CHKA
CLUH
CLUL1
COA4
CSNK1E
CSRP1
DBI
FAM131C
FZD5
GMPPA
GRHL2-DT
H2AC16
H2BC11
HLA-DQB1
HM13
JDP2-AS1
KRBA1
KRT8
LOC100130283
LOC102724117
LOC105369617
LOC105375784
LOC105376139
LOC112268155
LPIN1
MANEA
MAPRE2
MFSD5
MIR10393
MIR600HG
MIR9898
MTOR
MXI1
NT5C2
OLFM2
PAK1
PCDHB4
PCTP
PIGU
PITRM1
PLEKHB2
PROCR
REEP1
RMDN1
RTL5
SC5D
SEC61G
SH3RF1
SH3RF3
SIGMAR1
SLC16A6
SMCR2
ST7-OT3
STUM
SUSD2
SWT1
TGM3
TLL1
TRIM49D2
TTC28
TUT1
UNC13A
ZNF836
ZNG1C
