Gene
A2M-AS1
ABHD4
ABHD8
ACADL
ACAN
ACBD3-AS1
ACBD7-DCLRE1CP1
ACOT4
ACR
ACTR3-AS1
ACTR6
ADAM20P1
ADCY10P1
ADH6
ADM-DT
ADM5
ADRA2C
AFAP1L2
AFF2
AGAP5
AHI1
AKAP11
AKNA
AKR1C8
AKR7A3
ALS2CL
AMELX
ANGPT1
ANK2
ANKFN1
ANKRD26P3
ANKRD34C
ANKRD45
ANKRD65-AS1
ANKS6
ANP32A-IT1
ANP32C
APBA1
APOA1-AS
APOBEC3D
APOBEC3G
AQP2
AQP5-AS1
AQP7P3
ARHGAP44-AS1
ARL17B
ARMC7
ARRDC4
ARSB
ASAP1-IT2
ATF3
ATF7IP
ATG101
ATG12
ATG14
ATP12A
ATP2B3
ATP5MGL
ATPAF1
ATRIP-TREX1
AVEN
BANF1
BARX1
BATF
BAZ1A
BBIP1
BBS5
BCAN-AS1
BCL7B
BCLAF1
BCLAF3
BEX5
BIRC2
BLOC1S2
BLTP3B
BLVRA
BMAL2-AS1
BOK-AS1
BPIFB1
BSN
BSND
BTK
BVES-AS1
BYSL
C10orf88
C11orf58
C11orf68
C11orf97
C12orf54
C17orf100
C19orf38
C1orf56
C1QTNF8
C20orf203
C2orf81
C4orf46P3
C5orf34-AS1
C7orf25
C9orf47
CA7
CALR3
CAMP
CAPNS1
CASP6
CASQ2
CATIP
CATSPER2
CAV2
CAV3
CBLC
CBR1
CBR4
CC2D1A
CC2D2B
CCDC110
CCDC112
CCDC115
CCDC12
CCDC126
CCDC127
CCDC158
CCDC175
CCDC187
CCDC3
CCDC70
CCDC71L
CCDC88C-DT
CCL2
CCL8
CCM2L
CCNT2-AS1
CCNYL2
CD160
CD53
CDA
CDC42EP5
CDK9
CDKN1A
CDKN2A-DT
CDKN2C
CDR2
CDRT15
CDRT15P1
CDS2
CECR2
CELSR2
CEMIP
CENPV
CEP128
CER1
CERS5
CFAP52
CFAP54
CFP
CGB3
CHCHD5
CHEK2P2
CHN1
CHRM5
CHRNA3
CHRNA4
CHROMR
CIB4
CILP
CIROP
CLC
CLDN2
CLIP1-AS1
CLNS1A
CLSTN1
CLYBL-AS3
CNTN4-AS1
CNTNAP1
COBLL1
COG7
COL21A1
COL4A2-AS1
COL4A3
COLEC11
COMMD5P1
COPS4
COPS5
COX11
COX20
COX7B2
CPQ
CPT1B
CRB1
CRIPT
CRYBG2
CRYGS
CSF1R
CSTF3-DT
CT45A10
CT47B1
CTAG2
CTDP1-DT
CTDSP1
CTNNBL1
CTRB1
CTRC
CTSH
CX3CL1
CXXC5
CYP19A1
CYP21A1P
CYP21A2
CYP2C8
CYYR1
DBP
DCAF17
DDO
DDX39B
DDX43
DEFB131B
DENND2C
DENND3
DENND5B
DENND6A-DT
DERL2
DGCR8
DHRS12
DIRC3
DKK3
DKKL1
DLEU7-AS1
DLG5-AS1
DLL1
DNAJB3
DNMT3L-AS1
DPCD
DPH5-DT
DRD1
DSG1
DTX1
DUSP28
DVL1
DYNC1LI2
DYNC2LI1
DYNLRB1
EDA2R
EDAR
EDRF1
EFR3A
EGFLAM
EGFR-AS1
EGR1
EID3
EIF2AK3-DT
EIF6
ELOVL4
ENOX1
ENTPD6
EPHA1-AS1
EPIC1
EPX
ERICH6B
ERVH48-1
ESD
ESPNL
ETFBKMT
EVPL
EVX1
EWSAT1
EXTL3
EZH1
FABP1
FAM110B
FAM111B
FAM153B
FAM169A-AS1
FAM172A
FAM184A
FAM186B
FAM200A
FAM204A
FAM222A
FAM224A
FAM230I
FAM234B
FAM88F
FAM95A
FANCF
FAR2P2
FBXL18
FBXO22
FBXO3
FBXO46
FBXW4P1
FCGR1BP
FGA
FGF2
FGF7
FHIP1A
FHL2
FIBP
FLICR
FLJ20021
FLJ30679
FLVCR2
FMC1
FNDC1
FNDC10
FNDC3A
FOSL2-AS1
FOXO3B
FRG1JP
FXYD6
GAGE10
GAL3ST2
GALNT4
GALR2
GAS1
GATAD1
GC
GCA
GCLC
GDPD4
GEMIN4
GGA3
GGTLC2
GHET1
GIMAP8
GJA9
GLB1
GLTPD2
GLYATL3
GMIP
GNAT3
GOLGA6L1
GOLGA6L25
