Gene
AATK
ABCA13
ABCA2
ABCC3
ACE2
ACOT1
ACOT9
ACSM5
ACTB
ADAM20
ADAM23
ADAM8
ADAMTS4
ADCK5
ADORA2A-AS1
AFAP1L1
AGAP1
AGAP2
AGBL5-AS1
AGK
AGK-DT
AKAP7
ALPK1
AMELX
AMPD3
ANGPTL7
ANGPTL8
ANKDD1B
ANKRA2
ANKRD20A1
ANKRD35
ANKRD36
ANKRD52
ANP32C
ANPEP
ANXA8
AP3M2
APCDD1L-DT
API5
APOBEC4
APOBR
AQP12B
AQP5
ARHGAP11A-DT
ARHGAP11B-DT
ARHGAP9
ARHGEF3
ARHGEF35-AS1
ARHGEF38-IT1
ARL3
ARMC2-AS1
ARSB
ASAH2B
ASAP2
ASB11
ASPSCR1
ASTN1
ATAD3C
ATE1-AS1
ATF6B
ATG9B
ATP10D
ATP11B
ATP1B2
ATP2B3
ATP6AP2
ATP7B
AXIN2
B3GALT1-AS1
B3GALT6
B3GNT4
B3GNT5
B4GALT4-AS1
BATF
BCAS4
BCL2L1-AS1
BEND5
BEST1
BGN
BIRC6-AS2
BLACAT1
BMI1
BMP2K
BMPR1B-DT
BSN
BTBD18
BTN2A1
BUD31
C10orf95
C12orf43
C15orf48
C16orf87
C17orf97
C19orf67
C19orf84
C1orf220
C20orf203
C2orf78
C4B
C4orf33
C5orf63
C6
C8orf34-AS1
CACNA1I
CACNA2D4
CACNG8
CALB2
CALML3-AS1
CALR3
CAPRIN2
CARD16
CASK
CASP5
CATIP-AS1
CAVIN4
CBLC
CBLL1
CBR1
CBX1
CBX8
CCAR1
CCDC103
CCDC160
CCDC18-AS1
CCDC184
CCDC185
CCDC81
CCK
CCL25
CCNI
CCNI2
CCR2
CDC20-DT
CDC42P3
CDCA7
CDCA7L
CDH13-AS2
CDKN1C
CELF2-AS1
CENPV
CENPVL2
CEP112
CEP295NL
CEP70
CETN4P
CFAP100
CFAP119
CFAP20DC
CFAP47
CFAP61
CFH
CGB3
CH507-145C22.1
CHI3L1
CHMP3-AS1
CHRDL1
CHRNB1
CHST7
CIT
CKAP2
CLDN18
CLDN34
CLHC1
CLYBL-AS3
CMPK2
CNNM2
CNNM3-DT
CNTN4-AS2
CNTNAP1
CNTNAP3B
COL19A1
COL20A1
COL5A1-AS1
COL6A3
COPG2
COX6B1
COX7A2
COX7B2
CPA2
CPNE4
CRISP1
CRK
CRYM-AS1
CSF1
CSPG5
CST6
CT55
CTAGE10P
CTNNBIP1
CTPS2
CTRC
CXorf58
CYB5A
CYP27A1
CYP2F1
CYP4F24P
CYSTM1
CYTH4
DAB2
DANT1
DAPP1
DAW1
DCDC1
DCLK1
DCLK2
DCTN3
DCUN1D5
DCX
DDX11L17
DDX27
DDX41
DDX56
DGKG
DHH
DHX36
DIP2A-IT1
DLGAP4-AS1
DLK2
DMP1
DMRT1
DMWD
DMXL2
DNAI7
DNAJC3-DT
DNASE1L3
DNM1P35
DNMT3B
DNTTIP2
DOK1
DOK6
DPY19L2
DQX1
DRICH1
DTX2P1-UPK3BP1-PMS2P11
DUSP12
DYNC1H1
DYNC2LI1
DYNLRB1
E4F1
ECEL1
ECI2-DT
EEF1AKMT1
EEF1G
EFNB1
EFR3A
EGFLAM
EIF2D
ELAVL3
ELF3-AS1
ELN-AS1
ENPP5
ENTPD1
EOLA1-DT
EPHA4
EPHX3
EPIC1
EPN2
EPN2-IT1
EPS8
ERCC2
ERICH6B
ERLNC1
ERVV-1
ETDA
ETFBKMT
ETFDH
ETV4
ETV5
EXOC3L4
EXOSC10-AS1
EYS
F10-AS1
FAM124A
FAM169A
FAM170A
FAM193B-DT
FAM205A
FAM210B
FAM247D
FAM3B
FAM83H
FAM88C
FAN1
FANCD2
FAR2
FBXO8
FCGR2C
FEZ1
FEZF1-AS1
FGA
FGD5
FGF14
FGGY-DT
FHOD3
FIBIN
FIZ1
FJX1
FKBP15
FLJ30679
FLJ36000
FLJ42393
FLT3LG
FMC1
FMR1NB
FNDC3A
FOXP1-AS1
FOXR1
FREM3
FRG2C
FRMPD3
FSCB
FTO-IT1
FTX
FUT1
FUT7
GABRA5
GADD45GIP1
GAL3ST4
GALNT11
GBA3
GBP1P1
GCNT7
GGT5
GHRL
GIPC3
GIT2
GJB7
GJC1
GLCCI1
GLIPR1L1
GLRA3
GMEB1
GMEB2
GNAT1
GNB3
GNRH2
GOLGA6D
GOLGA7
GP5
GPALPP1
GPATCH2L
GPC2
GPC5
GPR137C
GPR155
GPR162
GPR182
GPR34
GPR84-AS1
GPX3
GREB1L-DT
GRIA4
GRIK1-AS2
GTDC1
GTF3C2-AS1
GTF3C2-AS2
GYG2
GYG2P1
H2AZ1
H2BW3P
H4C11
H4C12
H4C6
HARS2
HBEGF
HBQ1
HCG26
HEATR5A-DT
HEPN1
HEXA-AS1
HIC2
HIP1R
HLA-DPB2
HMGB3
HOXA4
HSPA14
HUNK
IER5
IFFO1
IFITM4P
IFITM5
IFRD1
IGBP1
IGFBP2
IGFBP4
IGFBP5
IGFBPL1
IGHEP1
IGHVIII-38-1
IGSF21
IGSF9B
IKZF3
IL12RB2
IL20RA
IL21
IL3RA
IMPG2
INAFM2
INKA1
INKA2-AS1
INPP5D
INSM2
INTS14
IPO5
IRF3
IRX6
ITGA2B
ITGAD
ITGB2-AS1
ITPRIPL2
JAG2
JCHAIN
JOSD2
KANK1
KBTBD11
KCNE2
KCNH7
KCNJ4
