Gene
ACTR3
ADAM9
ADCY7
ADGRB2
AMY2B
ANKH
AP2A1
APBB1
ARF4
ATP6V0A2
ATP8B1-AS1
B4GALT2
B4GAT1-DT
BACE2
BCL2L12
BEX1
BEX2
BHLHA15
BMS1
BOC
BRSK2
C17orf113
C1orf226
C4orf36
C6orf163
CABLES1
CACNG4
CADPS2
CAMKMT
CAST
CCDC59
CCDC88B
CCN3
CCNB3
CD38
CDH24
CDRT4
CEBPA-DT
CEP104
CERCAM
CFAP298
CFAP69
CHRAC1
CLCC1
CLDN8
CMAS
CMYA5
CNPY4
COPG1
CRACDL
CSAD
CSK
CTBP1
CXCL12
CYB5B
DDX23
DDX54
DENND4B
DERL1
DIMT1
DLL1
DOCK11
DOT1L
DUOXA1
DYNC1LI1
EARS2
ECI2
EDN2
EGFL8
EIF3B
ELOF1
ENO2
ENTPD4
ERCC5
ERLEC1
ERV3-1
ESPNP
ETF1
ETNK2
EWSR1
EZH1
FAM114A1
FHDC1
FNDC5
FRMD4B
FRS3
FTL
FYCO1
GAD1
GAS5
GBA1
GBE1
GBF1
GDNF-AS1
GFM1
GLIPR2
GNG8
GNL2
GOLGA5
GOLGA8M
GOLGB1
GPR157
GPR35
GRPEL1
GUSBP11
HCN3
HFM1
HIVEP1
HLA-DMA
HOXC9
HSD17B4
HSPA1L
HSPA9
IGHG3
IPO5P1
IRAK1
IRF5
ITGB4
KCTD17
KHDC1
KHDRBS3
KIF26B
KLHL13
KLHL29
KPNA1
KRBA1
KRTAP5-2
LAS1L
LDLR-AS1
LEO1
LIMCH1
LINC00672
LINC01145
LINC02614
LINC03034
LMAN1
LMLN
LOC100272217
LOC100506974
LOC101928279
LOC101929240
LOC102723506
LOC102723750
LOC102724093
LOC102724851
LOC102725180
LOC105369869
LOC105371159
LOC105372661
LOC105375322
LOC105377763
LOC105378973
LOC107984150
LOC107984413
LOC107984485
LOC107985414
LOC107985423
LOC107986991
LOC107987348
LOC112267942
LOC112268421
LOC388242
LRG1
LRRC59
LTF
MAGOHB
MAP3K21
MAP3K5
MAP3K9
MARK1
MATCAP1
MBNL1-AS1
MBNL2
MECOM
MFN1
MISP
MISP3
MMP15
MT3
MTMR14
MTOR
MYCBP
MYO15A
MYORG
NANS
NBPF15
NCKAP5L
NFATC4
NFE2L2
NOSTRIN
NPPC
NSDHL
NUCB2
NUDT15
OPRK1
OTULINL
PAX9
PCBD2
PCDHB6
PCDHB9
PCGF2
PCNX4-DT
PCOLCE-AS1
PDCD4-AS1
PDCL3
PDE8A
PDK2
PDLIM5
PFN1P2
PGBD1
PGM3
PIH1D2
PIK3IP1
PLA2G6
PLEKHG4
PLXNB1
POLR3H
POM121
PPM1B
PPP1R12B
PPT2
PRICKLE4
PSMD2
PTPRM
PWP1
PWP2
PWWP3A
RALGPS1
RASSF3
RAVER2
RBFADN
RFC2
RHBG
RIMS1
RIPK2
RNA28SN4
RNF34
RP9
RPS27
RRM1
RRP12
RUNX2
SAE1
SAMD11
SAR1A
SASH1
SCART1
SCRN1
SEC22B
SEC24B
SEC61A1
SEMA3F-AS1
SHC2
SIDT1
SLC38A4-AS1
SLC39A3
SLC40A1
SLC44A5
SLC6A13
SLC9C1
SLTM
SMS
SNORA103
SNRK-AS1
SORD
SPECC1L-ADORA2A
SRP14-DT
SRP54
ST20-AS1
STRADB
STX1B
SURF6
SVIP
TAF5L
TBX1
TECTA
TENM2
TMEM132A
TMEM164
TMEM178A
TMEM59
TMEM59L
TNFRSF25
TOE1
TPI1P2
TRIM14
TRIM2
TRNP1
TSL
TSPAN13
TUT1
URB1-AS1
USP21
WDR44
WDR77
XPC
ZBBX
ZDHHC9
ZMYND12
ZNF321P
ZNF528-AS1
ZNF622
ZNF767P
