Gene
AATK
ABCA13
ABCA2
ABCC3
ACE2
ACOT1
ACOT9
ACSM5
ACTB
ACTR3
ADAM20
ADAM23
ADAM8
ADAM9
ADAMTS4
ADCK5
ADCY7
ADGRB2
ADORA2A-AS1
AFAP1L1
AGAP1
AGAP2
AGBL5-AS1
AGK
AGK-DT
AKAP7
ALPK1
AMELX
AMPD3
AMY2B
ANGPTL7
ANGPTL8
ANKDD1B
ANKH
ANKRA2
ANKRD20A1
ANKRD35
ANKRD36
ANKRD52
ANP32C
ANPEP
ANXA8
AP2A1
AP3M2
APBB1
APCDD1L-DT
API5
APOBEC4
APOBR
AQP12B
AQP5
ARF4
ARHGAP11A-DT
ARHGAP11B-DT
ARHGAP9
ARHGEF3
ARHGEF35-AS1
ARHGEF38-IT1
ARL3
ARMC2-AS1
ARSB
ASAH2B
ASAP2
ASB11
ASPSCR1
ASTN1
ATAD3C
ATE1-AS1
ATF6B
ATG9B
ATP10D
ATP11B
ATP1B2
ATP2B3
ATP6AP2
ATP6V0A2
ATP7B
ATP8B1-AS1
AXIN2
B3GALT1-AS1
B3GALT6
B3GNT4
B3GNT5
B4GALT2
B4GALT4-AS1
B4GAT1-DT
BACE2
BATF
BCAS4
BCL2L1-AS1
BCL2L12
BEND5
BEST1
BEX1
BEX2
BGN
BHLHA15
BIRC6-AS2
BLACAT1
BMI1
BMP2K
BMPR1B-DT
BMS1
BOC
BRSK2
BSN
BTBD18
BTN2A1
BUD31
C10orf95
C12orf43
C15orf48
C16orf87
C17orf113
C17orf97
C19orf67
C19orf84
C1orf220
C1orf226
C20orf203
C2orf78
C4B
C4orf33
C4orf36
C5orf63
C6
C6orf163
C8orf34-AS1
CABLES1
CACNA1I
CACNA2D4
CACNG4
CACNG8
CADPS2
CALB2
CALML3-AS1
CALR3
CAMKMT
CAPRIN2
CARD16
CASK
CASP5
CAST
CATIP-AS1
CAVIN4
CBLC
CBLL1
CBR1
CBX1
CBX8
CCAR1
CCDC103
CCDC160
CCDC18-AS1
CCDC184
CCDC185
CCDC59
CCDC81
CCDC88B
CCK
CCL25
CCN3
CCNB3
CCNI
CCNI2
CCR2
CD38
CDC20-DT
CDC42P3
CDCA7
CDCA7L
CDH13-AS2
CDH24
CDKN1C
CDRT4
CEBPA-DT
CELF2-AS1
CENPV
CENPVL2
CEP104
CEP112
CEP295NL
CEP70
CERCAM
CETN4P
CFAP100
CFAP119
CFAP20DC
CFAP298
CFAP47
CFAP61
CFAP69
CFH
CGB3
CH507-145C22.1
CHI3L1
CHMP3-AS1
CHRAC1
CHRDL1
CHRNB1
CHST7
CIT
CKAP2
CLCC1
CLDN18
CLDN34
CLDN8
CLHC1
CLYBL-AS3
CMAS
CMPK2
CMYA5
CNNM2
CNNM3-DT
CNPY4
CNTN4-AS2
CNTNAP1
CNTNAP3B
COL19A1
COL20A1
COL5A1-AS1
COL6A3
COPG1
COPG2
COX6B1
COX7A2
COX7B2
CPA2
CPNE4
CRACDL
CRISP1
CRK
CRYM-AS1
CSAD
CSF1
CSK
CSPG5
CST6
CT55
CTAGE10P
CTBP1
CTNNBIP1
CTPS2
CTRC
CXCL12
CXorf58
CYB5A
CYB5B
CYP27A1
CYP2F1
CYP4F24P
CYSTM1
CYTH4
DAB2
DANT1
DAPP1
DAW1
DCDC1
DCLK1
DCLK2
DCTN3
DCUN1D5
DCX
DDX11L17
DDX23
DDX27
DDX41
DDX54
DDX56
DENND4B
DERL1
DGKG
DHH
DHX36
DIMT1
DIP2A-IT1
DLGAP4-AS1
DLK2
DLL1
DMP1
DMRT1
DMWD
DMXL2
DNAI7
DNAJC3-DT
DNASE1L3
DNM1P35
DNMT3B
DNTTIP2
DOCK11
DOK1
DOK6
DOT1L
DPY19L2
DQX1
DRICH1
DTX2P1-UPK3BP1-PMS2P11
DUOXA1
DUSP12
DYNC1H1
DYNC1LI1
DYNC2LI1
DYNLRB1
E4F1
EARS2
ECEL1
ECI2
ECI2-DT
EDN2
EEF1AKMT1
EEF1G
EFNB1
EFR3A
EGFL8
EGFLAM
EIF2D
EIF3B
ELAVL3
ELF3-AS1
ELN-AS1
ELOF1
ENO2
ENPP5
ENTPD1
ENTPD4
EOLA1-DT
EPHA4
EPHX3
EPIC1
EPN2
EPN2-IT1
EPS8
ERCC2
ERCC5
ERICH6B
ERLEC1
ERLNC1
ERV3-1
ERVV-1
ESPNP
ETDA
ETF1
ETFBKMT
ETFDH
ETNK2
ETV4
ETV5
EWSR1
EXOC3L4
EXOSC10-AS1
EYS
EZH1
F10-AS1
FAM114A1
FAM124A
FAM169A
FAM170A
FAM193B-DT
FAM205A
FAM210B
FAM247D
FAM3B
FAM83H
FAM88C
FAN1
FANCD2
FAR2
FBXO8
FCGR2C
FEZ1
FEZF1-AS1
FGA
FGD5
FGF14
FGGY-DT
FHDC1
FHOD3
FIBIN
FIZ1
FJX1
FKBP15
FLJ30679
FLJ36000
FLJ42393
FLT3LG
FMC1
FMR1NB
FNDC3A
FNDC5
FOXP1-AS1
FOXR1
FREM3
FRG2C
FRMD4B
FRMPD3
FRS3
FSCB
FTL
FTO-IT1
FTX
FUT1
FUT7
FYCO1
GABRA5
GAD1
GADD45GIP1
GAL3ST4
GALNT11
GAS5
GBA1
GBA3
GBE1
GBF1
GBP1P1
GCNT7
GDNF-AS1
GFM1
GGT5
GHRL
GIPC3
GIT2
GJB7
GJC1
GLCCI1
GLIPR1L1
